id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52920831,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1407201,Robert,,78721,30.25666,-97.68828,Entire home/apt,110,28,3,2023-06-11,0.17,1,215,1,
52922044,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,12998215,Noelle,,78702,30.26585,-97.70752,Entire home/apt,475,2,3,2022-03-27,0.16,1,0,0,
52922276,Condo in Austin · ★4.46 · 2 bedrooms · 2 beds · 1.5 baths,374645236,Michael,,78745,30.2278,-97.80365,Entire home/apt,101,2,28,2023-08-18,1.22,13,150,7,
52926510,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,263502162,Landing,,78758,30.39584,-97.72743,Entire home/apt,107,30,0,,,112,364,0,
52931270,Home in Austin · 1 bedroom · 1 bed · 1 private bath,9316038,Elizabeth,,78703,30.2993,-97.7643,Private room,1250,1,0,,,2,365,0,
52934992,Home in Austin · 3 bedrooms · 4 beds · 2.5 baths,78199328,Maud,,78744,30.19295,-97.74028,Entire home/apt,999,3,0,,,1,0,0,
52935205,Home in Austin · 1 bedroom · 1 bed · 1 private bath,9316038,Elizabeth,,78703,30.30076,-97.76271,Private room,1200,1,0,,,2,365,0,
52937804,Condo in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,44664003,Tobin,,78704,30.24191,-97.77331,Entire home/apt,102,2,38,2023-09-01,1.68,7,228,16,
52938345,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,64277094,Alice,,78704,30.24839,-97.75792,Entire home/apt,263,4,5,2023-02-13,0.23,1,0,3,
52938474,Guest suite in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,74534288,Stephen,,78753,30.38772,-97.65737,Entire home/apt,98,1,159,2023-08-27,7.15,3,74,63,
52942572,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,263502162,Landing,,78758,30.3968,-97.72953,Entire home/apt,115,30,0,,,112,364,0,
52943348,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,93225210,Johnson,,78729,30.45321,-97.75478,Entire home/apt,313,1,11,2022-11-29,0.52,1,160,5,
52946685,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4379755,Krystyna,,78702,30.27853,-97.71747,Entire home/apt,245,2,16,2023-08-20,0.90,1,52,7,
52951132,Bungalow in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,62866709,Natalie,,78757,30.33063,-97.72711,Entire home/apt,109,2,3,2023-08-26,0.15,1,197,1,
52967648,Tiny home in Austin · ★4.81 · 1 bedroom · 1 bed · 1 bath,95796374,Katherine,,78704,30.23927,-97.74882,Entire home/apt,80,7,16,2023-08-07,0.75,2,117,14,
52968697,Condo in Austin · ★4.84 · 2 bedrooms · 3 beds · 2 baths,34968706,Alex,,78721,30.28432,-97.68244,Entire home/apt,94,1,74,2023-08-20,3.34,7,165,29,
52972360,Rental unit in Austin · ★4.84 · 2 bedrooms · 2 beds · 2 baths,414484382,Christine,,78741,30.23856,-97.73092,Entire home/apt,109,1,49,2023-07-18,2.18,47,331,13,
52976853,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,78758,30.4030485,-97.7248085,Entire home/apt,115,31,0,,,136,334,0,
52986104,Tent in Austin · 1 bedroom · 1 bed · Shared half-bath,78420792,Jc,,78751,30.306,-97.71562,Private room,54,1,0,,,1,0,0,
52987083,Home in Austin · ★5.0 · 3 bedrooms · 5 beds · 2 baths,96681934,Ann,,78752,30.32135,-97.71669,Entire home/apt,325,5,10,2023-05-07,0.49,1,4,6,
52987767,Condo in Austin · ★New · 1 bedroom · 1 bed · 1 bath,428971732,Jada,,78703,30.268949189384738,-97.75420686302657,Entire home/apt,167,2,2,2023-09-03,2,1,322,2,
52990055,Home in Austin · ★5.0 · 7 bedrooms · 12 beds · 5 baths,15864252,Walker Luxury Vacation,,78737,30.22776,-98.02504,Entire home/apt,534,1,3,2023-04-02,0.14,21,339,1,
52993073,Home in Austin · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,26745270,Benjamin,,78725,30.21739,-97.63121,Entire home/apt,400,5,5,2023-04-17,0.28,1,232,3,
52999006,Condo in Austin · 1 bedroom · 2 beds · 1.5 shared baths,1883744,Nancy,,78704,30.25359,-97.76671,Private room,79,30,0,,,7,314,0,
53001371,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,78701,30.2651009,-97.7422035,Entire home/apt,179,31,0,,,136,154,0,
53001646,Home in Austin · 3 bedrooms · 3 beds · 2 baths,1772803,Lauren,,78757,30.36093,-97.73569,Entire home/apt,100,3,0,,,1,215,0,
53002484,Condo in Austin · 2 bedrooms · 2 beds · 2 baths,361355108,Renae,,78744,30.16623,-97.73216,Entire home/apt,206,1,0,,,4,0,0,
53003565,Vacation home in Lakeway · ★5.0 · 4 bedrooms · 4 beds · 3 baths,429089488,Anne,,78738,30.35287,-97.99652,Entire home/apt,189,2,61,2023-09-03,3.06,1,319,28,
53004057,Home in Austin · ★4.81 · 4 bedrooms · 7 beds · 2 baths,94705836,Austin,,78721,30.28366,-97.68002,Entire home/apt,160,3,57,2023-09-04,2.63,18,345,33,
53005932,Home in Austin · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,4080954,Rebecca,,78721,30.277262755048366,-97.67611039842345,Entire home/apt,190,2,35,2023-08-17,1.82,1,257,23,
53007256,Home in Austin · ★4.99 · 1 bedroom · 1 bed · 1 private bath,22571002,Troy,,78753,30.34823,-97.69923,Private room,68,1,76,2023-07-13,3.34,3,21,37,
53019491,Condo in Austin · 1 bedroom · 4 beds · 1 private bath,170465200,Welcome,,78758,30.39774,-97.72763,Private room,111,7,2,2022-01-03,0.09,4,97,0,
53027101,Guest suite in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,113920822,Erin And Tyler,,78704,30.23505,-97.7775,Entire home/apt,225,2,35,2023-09-03,4.09,1,213,35,
53028832,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,128528864,Ed,,78702,30.25391,-97.71401,Entire home/apt,351,3,6,2023-07-30,0.32,2,17,2,
53029479,Home in Austin · ★4.80 · 4 bedrooms · 5 beds · 2 baths,4147674,Jessica,,78702,30.27134,-97.69909,Entire home/apt,137,2,82,2023-09-04,3.69,7,218,46,
53029788,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 1 bath,2999857,Pascal,,78722,30.29173,-97.71301,Entire home/apt,165,3,47,2023-08-06,2.61,2,200,34,
53032370,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,56373541,A Stay Above The Rest,,78702,30.27419,-97.70288,Entire home/apt,245,1,11,2023-09-04,0.50,17,166,4,
53032989,Condo in Austin · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,303978202,Justin,,78701,30.28364,-97.74883,Private room,49,1,119,2023-09-01,5.30,1,139,63,
53041959,Rental unit in Austin · ★4.59 · Studio · 1 bed · 1 bath,49301442,Dan,,78705,30.29633,-97.74096,Entire home/apt,80,5,27,2023-07-26,1.42,1,274,21,
53050260,Home in Austin · 5 bedrooms · 13 beds · 5 baths,152608759,Tracey,,78735,30.24443,-97.87775,Entire home/apt,1974,1,0,,,13,0,0,
53050353,Home in Lakeway · ★5.0 · 2 bedrooms · 3 beds · 2 baths,429450949,Maureen,,78734,30.37868,-97.97424,Entire home/apt,100,15,9,2023-08-26,0.46,1,304,5,
53058492,Home in Austin · 4 bedrooms · 5 beds · 2 baths,5887702,Leo,,78749,30.20483,-97.85454,Entire home/apt,400,4,1,2022-03-18,0.06,1,0,0,
53058803,Home in Austin · ★4.83 · 2 bedrooms · 2 beds · 2.5 baths,14890667,Rapha,,78702,30.26886,-97.71814,Entire home/apt,178,8,6,2023-08-01,0.31,2,56,3,
53059367,Yurt in Austin · ★4.84 · 1 bedroom · 1 bed · 1 bath,19353541,Blake,,78734,30.37871,-97.94101,Entire home/apt,164,2,79,2023-08-28,3.53,10,187,39,
53061430,Home in Austin · ★4.76 · 2 bedrooms · 5 beds · 2 baths,31491089,Nadia,,78758,30.41456,-97.70037,Entire home/apt,90,7,17,2023-08-19,0.91,1,140,10,
53067186,Condo in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,312469392,Elliot,,78704,30.25613,-97.74649,Entire home/apt,146,1,164,2023-09-01,7.31,5,145,81,
53078440,Home in Austin · ★4.54 · 3 bedrooms · 3 beds · 2 baths,148722272,Aater,,78758,30.39954,-97.70149,Entire home/apt,110,1,46,2023-08-22,2.07,1,58,26,
53079571,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,353152177,Plushy,,78702,30.25502,-97.72855,Entire home/apt,208,2,13,2022-04-11,0.58,1,40,0,
53080356,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 2 baths,384433,Daniel,,78723,30.306230888769534,-97.6718233306455,Entire home/apt,129,2,27,2023-08-06,3.70,3,202,27,
53083357,Rental unit in Austin · 1 bedroom · 1 bed · 1 private bath,391985,Aralyn,,78704,30.23945,-97.74817,Private room,325,2,2,2022-06-13,0.10,3,89,0,
53089793,Guest suite in Austin · ★4.78 · 1 bedroom · 2 beds · 1 bath,75163503,Hamel,,78759,30.39574,-97.7617,Entire home/apt,199,2,9,2022-11-13,0.41,2,173,2,
53090436,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,12312909,Jourdan,,78701,30.26662,-97.74672,Entire home/apt,200,2,2,2022-03-04,0.09,1,0,0,
53090765,Rental unit in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,429788109,Harwell,,78758,30.39968,-97.72187,Entire home/apt,138,1,54,2023-08-03,2.81,1,325,26,
53102803,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,78751,30.31425329999999,-97.73301339999999,Entire home/apt,128,31,1,2023-07-23,0.60,136,276,1,
53108765,Home in Austin · ★4.71 · 3 bedrooms · 7 beds · 3 baths,429937705,DC Management,,78724,30.25943,-97.57401,Entire home/apt,279,2,14,2023-05-26,0.63,1,52,5,
53115820,Home in Austin · ★4.67 · 3 bedrooms · 3 beds · 2.5 baths,13293147,Emilia,,78702,30.25538,-97.71962,Entire home/apt,800,3,3,2023-05-21,0.17,1,364,2,
53118931,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,78701,30.2645078,-97.7454648,Entire home/apt,193,31,0,,,136,276,0,
53124778,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,500739,Raudy,,78752,30.335878,-97.704567,Private room,74,2,39,2023-09-07,2.04,3,81,23,
53126238,Rental unit in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,20275299,Tanya,,78757,30.342445930252833,-97.738953915224,Entire home/apt,87,1,3,2023-06-20,0.96,1,89,3,
53131315,Camper/RV in Austin · ★5.0 · 1 bedroom · 3 beds · 1 bath,427594989,Lydia,,78749,30.22862,-97.84602,Entire home/apt,150,1,22,2023-07-27,1.19,1,109,7,
53133158,Home in Austin · ★4.95 · 3 bedrooms · 3 beds · 1 bath,62806744,Victoria,,78758,30.41454,-97.69847,Entire home/apt,195,2,19,2023-04-23,0.87,1,67,10,
53134505,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,28418095,Veronica,,78745,30.19213,-97.7825,Private room,53,2,22,2023-09-03,1.92,1,15,22,
53141166,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,78701,30.2705715,-97.74906750000001,Entire home/apt,270,31,0,,,136,0,0,
53146467,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,141211967,Sarah,,78747,30.13527,-97.76923,Private room,35,2,26,2023-06-18,1.23,2,111,15,
53152153,Home in Austin · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,430280900,Babatomiwa,,78754,30.33584,-97.64783,Private room,30,15,12,2023-06-22,0.60,3,76,4,
53156935,Home in Austin · ★4.97 · 3 bedrooms · 5 beds · 2 baths,194415755,Benjamin,,78754,30.35555,-97.65384,Entire home/apt,250,2,91,2023-09-06,4.23,1,256,46,
53167129,Home in Austin · ★4.67 · 7 bedrooms · 16 beds · 3.5 baths,342448557,Daniel,,78702,30.25629,-97.73487,Entire home/apt,1025,2,18,2023-08-27,0.90,6,255,9,
53167507,Condo in Austin · ★4.87 · 1 bedroom · 2 beds · 1 bath,118565935,Renters Club,,78702,30.25771,-97.71129,Entire home/apt,116,1,23,2023-07-31,1.12,78,320,17,
53168829,Camper/RV in Austin · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,117754078,Jade,,78744,30.19299,-97.75196,Entire home/apt,54,1,134,2023-08-26,5.97,1,323,70,
53170506,Guesthouse in Austin · 1 bedroom · 1 bed · 1 bath,59764641,Michele,,78703,30.30297,-97.75484,Entire home/apt,70,30,2,2023-08-12,0.16,2,158,1,
53184231,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 2.5 baths,114422088,French Cowboys Management,,78702,30.27949,-97.72174,Entire home/apt,196,2,57,2023-07-30,2.57,25,287,23,
53185290,Condo in Austin · ★4.99 · 1 bedroom · 1.5 shared baths,15429687,Catherine,,78753,30.39064,-97.65873,Private room,48,2,74,2023-08-23,3.32,1,135,36,
53185369,Condo in Austin · ★4.81 · 2 bedrooms · 2 beds · 2 baths,430549278,Tk,,78751,30.3198,-97.71131,Entire home/apt,92,1,43,2023-09-04,1.92,6,54,20,
53186216,Home in Austin · ★4.27 · 1 bedroom · 1 bed · 1.5 shared baths,324923800,Amy,,78754,30.35471,-97.65919,Private room,33,1,11,2022-10-26,0.51,12,0,3,
53187656,Home in Austin · ★4.97 · 5 bedrooms · 7 beds · 3 baths,22171758,Jackson,,78746,30.27129,-97.8089,Entire home/apt,636,3,77,2023-09-04,3.52,1,79,41,
53191688,Home in Austin · 3 bedrooms · 3 beds · 2.5 baths,95718000,Brooke,,78750,30.46383,-97.79799,Entire home/apt,168,180,1,2022-02-06,0.05,1,365,0,
53194865,Home in Austin · ★4.36 · 2 bedrooms · 3 beds · 2 baths,430629564,Patricia,,78721,30.28032,-97.69101,Entire home/apt,124,1,104,2023-08-13,4.81,1,0,59,
53198682,Home in Austin · ★4.72 · 3 bedrooms · 4 beds · 2.5 baths,7008255,Geoff,,78721,30.27777,-97.67816,Entire home/apt,205,2,18,2023-09-04,0.83,1,67,13,
53198813,Home in Lakeway · ★4.81 · 3 bedrooms · 6 beds · 2.5 baths,17561294,Joseph & Noura,,78734,30.36825,-97.98906,Entire home/apt,328,2,47,2023-08-27,2.26,1,342,22,
53203959,Condo in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,127421615,Haley,,78704,30.25209,-97.7745,Entire home/apt,195,2,32,2022-10-24,1.53,2,0,5,
53204549,Condo in Austin · 1 bedroom · 2 beds · 1 bath,308578179,N,,78701,30.27267,-97.74858,Entire home/apt,314,1,0,,,3,0,0,
53204670,Condo in Austin · ★4.76 · 1 bedroom · 2 beds · 1 bath,53316858,Allyson,,78741,30.23443,-97.7292,Entire home/apt,61,21,25,2023-08-10,1.28,2,302,17,
53216354,Loft in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,119122034,Shawn,,78723,30.29106,-97.70489,Entire home/apt,114,2,41,2023-09-04,2.17,1,71,20,
53217353,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3925052,Charles,,78721,30.26639,-97.69215,Private room,79,2,6,2023-02-27,0.32,4,0,4,
53229074,Home in Austin · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,158773776,Samantha,,78758,30.37169,-97.69768,Private room,65,1,16,2023-04-30,0.76,1,145,5,
53233429,Cottage in Austin · 1 bedroom · 2 beds · 1 bath,429926121,Max And Corinne,,78733,30.33557,-97.86748,Entire home/apt,125,2,1,2021-11-13,0.04,1,0,0,
53234365,Condo in Austin · ★4.75 · 2 bedrooms · 2 beds · 2.5 baths,53762189,Toyin,,78745,30.19674,-97.77121,Entire home/apt,140,180,4,2022-01-02,0.19,1,364,0,
53241720,Rental unit in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,208970682,Deji,,78759,30.3911,-97.75659,Entire home/apt,120,3,5,2023-04-09,0.24,1,253,2,
53242110,Condo in Austin · ★4.50 · 2 bedrooms · 2 beds · 1 bath,212452953,Adam,,78705,30.2839,-97.74751,Entire home/apt,136,2,16,2023-08-01,0.74,6,136,6,
53242297,Cottage in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,80909486,Rachel,,78737,30.19673,-97.96651,Entire home/apt,167,2,38,2023-07-24,2.29,1,69,28,
53244377,Rental unit in Austin · 2 bedrooms · 2 baths,230234613,Miguel,,78736,30.23395,-97.88811,Entire home/apt,220,3,0,,,1,0,0,
53253188,Home in Austin · ★4.55 · 3 bedrooms · 3 beds · 2 baths,9578079,Bonny,,78702,30.25477,-97.73258,Entire home/apt,249,1,29,2023-05-15,1.38,3,336,11,
53254613,Home in Austin · 6 bedrooms · 7 beds · 7 baths,180547985,Sam,,78734,30.40163,-97.91403,Entire home/apt,5000,1,1,2022-08-21,0.08,3,365,0,
53256914,Cabin in Austin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,428866438,Marci,,78759,30.37668,-97.76117,Private room,102,1,8,2022-12-23,0.38,2,258,4,
53259105,Bungalow in Austin · ★4.55 · 2 bedrooms · 2 beds · 2 baths,36965935,Elysse,,78756,30.32324,-97.73208,Entire home/apt,221,2,11,2023-03-31,0.51,5,1,5,
53272394,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,64100175,John,,78702,30.26745,-97.72994,Entire home/apt,172,2,84,2023-09-08,4.49,2,123,56,
53280392,Home in Austin · ★4.93 · 4 bedrooms · 4 beds · 2 baths,56373541,A Stay Above The Rest,,78729,30.45511,-97.7801,Entire home/apt,172,1,42,2023-08-25,1.89,17,144,20,
53280727,Home in Austin · 4 bedrooms · 4 beds · 3 baths,420894504,Dayne,,78744,30.15153,-97.72112,Entire home/apt,150,180,1,2022-05-14,0.06,1,83,0,
53283088,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,263502162,Landing,,78741,30.22467,-97.70443,Entire home/apt,144,30,0,,,112,364,0,
53289261,Home in Austin · 2 bedrooms · 2 beds · 1.5 baths,1434270,Jennifer,,78748,30.15045,-97.82304,Entire home/apt,400,1,0,,,1,365,0,
53289823,Cottage in Austin · ★4.88 · 2 bedrooms · 3 beds · 1 bath,425019452,Brian M,,78703,30.28163,-97.761047,Entire home/apt,130,30,8,2023-03-23,0.38,3,365,4,
53291733,Condo in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,367670680,Martin,,78704,30.23864,-97.75546,Entire home/apt,240,2,6,2023-03-18,0.27,30,0,3,
53295930,Home in Austin · ★4.78 · 2 bedrooms · 2 beds · 2 baths,285364413,Christian,,78741,30.235441207885742,-97.7324447631836,Entire home/apt,109,3,18,2023-09-06,1.02,45,30,15,
53296061,Condo in Austin · 2 bedrooms · 2 beds · 2.5 baths,285364413,Christian,,78705,30.28443145751953,-97.7458724975586,Entire home/apt,109,30,0,,,45,37,0,
53306830,Home in Austin · 4 bedrooms · 10 beds · 3 baths,1562375,Rachel & Mladen,,78731,30.33299,-97.75838,Entire home/apt,550,5,0,,,1,0,0,
53307294,Guesthouse in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,122202752,Ann Marie,,78719,30.11483,-97.69506,Entire home/apt,150,1,10,2023-03-26,0.46,1,356,3,
53309316,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,431586497,Kimberly,,78745,30.20743,-97.80965,Entire home/apt,225,29,8,2023-05-26,0.41,1,332,5,
53311062,Home in Austin · ★4.98 · 4 bedrooms · 7 beds · 3 baths,375427994,Karen,,78754,30.35793,-97.6709,Entire home/apt,320,3,40,2023-08-06,2.15,1,343,25,
53314716,Home in Austin · ★4.79 · 4 bedrooms · 5 beds · 3.5 baths,341861648,PMI Austin Metro,,78745,30.21717,-97.78257,Entire home/apt,419,1,38,2023-08-20,1.74,10,233,12,
53326418,Tiny home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,173070555,Adam,,78704,30.24758,-97.75111,Entire home/apt,214,2,26,2023-09-05,1.19,2,163,8,
53338416,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,54412679,David,,78704,30.229,-97.76521,Entire home/apt,729,2,4,2022-05-22,0.18,1,302,0,
53343043,Home in Austin · ★4.90 · 2 bedrooms · 2 beds · 1 bath,4655671,Nicole,,78704,30.25139,-97.77001,Entire home/apt,343,3,10,2023-04-30,0.48,2,357,6,
53343606,Townhouse in Austin · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,3078754,Carolyn,,78756,30.32409,-97.73801,Entire home/apt,118,21,24,2023-05-13,1.14,1,0,4,
53349300,Rental unit in Austin · Studio · 1 bed · 1 bath,107434423,Blueground,,78704,30.26026929999999,-97.7558359,Entire home/apt,146,31,0,,,136,313,0,
53349353,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,78704,30.26026929999999,-97.7558359,Entire home/apt,175,31,0,,,136,308,0,
53349847,Rental unit in Austin · Studio · 1 bed · 1 bath,107434423,Blueground,,78701,30.2651009,-97.7422035,Entire home/apt,132,31,1,2022-10-30,0.09,136,329,1,
53357238,Home in Austin · 4 bedrooms · 4 beds · 2 baths,5724777,Andrew,,78737,30.19336,-97.98815,Entire home/apt,250,185,0,,,1,365,0,
53357333,Condo in Austin · ★5.0 · 1 bedroom · 3 beds · 1 bath,35338305,Travis,,78704,30.25117,-97.74537,Entire home/apt,149,2,43,2023-08-28,1.96,1,300,21,
53359751,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,86958514,Cynthia,,78732,30.37846,-97.88944,Private room,62,2,23,2023-07-26,1.07,2,219,9,
53361972,Rental unit in Austin · ★4.79 · 2 bedrooms · 3 beds · 1 bath,130831558,Natasha,,78705,30.28773,-97.74449,Entire home/apt,98,7,14,2023-08-16,0.67,1,228,9,
53362874,Condo in Austin · ★5.0 · 1 bedroom · 1 private bath,285364413,Christian,,78705,30.28443145751953,-97.7458724975586,Private room,60,7,3,2023-09-09,0.27,45,45,3,
53363056,Townhouse in Austin · 1 bedroom · 1 bed · 1.5 baths,228379529,Asem,,78702,30.27918,-97.72051,Private room,40,5,2,2022-02-14,0.10,2,0,0,
53364247,Rental unit in Austin · ★4.36 · 1 bedroom · 1 bed · 1 bath,432069379,Brandon,,78758,30.39802,-97.7211,Entire home/apt,110,3,25,2022-10-10,1.17,1,0,1,
53366069,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 2.5 baths,27719339,Angela,,78741,30.21876,-97.6983,Entire home/apt,170,3,15,2023-08-30,0.80,1,205,11,
53379646,Condo in Austin · ★4.25 · 1 bedroom · 1 bed · 1 private bath,285364413,Christian,,78705,30.28443145751953,-97.7458724975586,Private room,60,7,4,2023-08-17,0.27,45,39,2,
53380610,Home in Austin · ★5.0 · 5 bedrooms · 9 beds · 5.5 baths,247256498,Jake,,78746,30.30858,-97.8069,Entire home/apt,1075,3,39,2023-08-20,1.82,2,307,22,
53380842,Home in Austin · 1 bedroom · 1 bed · 1 shared bath,285364413,Christian,,78741,30.228958129882812,-97.73905944824219,Private room,69,7,2,2023-06-30,0.29,45,62,2,
53381316,Home in Austin · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,285364413,Christian,,78741,30.228958129882812,-97.73905944824219,Private room,62,7,10,2023-09-01,0.97,45,78,10,
53381560,Cabin in Austin · ★5.0 · 3 bedrooms · 7 beds · 2 baths,14343801,Jennifer,,78736,30.23766,-97.98394,Entire home/apt,503,2,40,2023-09-03,2.31,3,330,21,
53382415,Home in Austin · 1 bedroom · 1 private bath,285364413,Christian,,78741,30.228958129882812,-97.73905944824219,Private room,67,3,1,2023-04-03,0.19,45,168,1,
53389491,Home in Austin · ★4.96 · 4 bedrooms · 17 beds · 3.5 baths,300354917,Chris & Rose,,78729,30.46419,-97.77538,Entire home/apt,549,2,45,2023-08-27,2.05,3,342,18,
53403606,Townhouse in Austin · ★4.78 · 3 bedrooms · 4 beds · 2.5 baths,285349294,Sierra And Justin,,78744,30.1973,-97.75506,Entire home/apt,154,1,55,2023-08-19,2.87,2,297,28,
53404556,Bungalow in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,191030730,Thomas,,78741,30.23453,-97.70211,Entire home/apt,160,1,8,2022-01-23,0.38,1,0,0,
53413902,Home in Austin · ★4.84 · 3 bedrooms · 3 beds · 2 baths,251180254,Jon - Austin Vacay,,78704,30.2442,-97.75672,Entire home/apt,188,1,79,2023-08-25,3.60,13,301,37,
53415797,Home in Austin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,285364413,Christian,,78741,30.229536056518555,-97.7383804321289,Private room,46,7,4,2023-06-19,0.23,45,55,3,
53415888,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,285364413,Christian,,78741,30.229536056518555,-97.7383804321289,Private room,65,7,4,2023-06-17,0.25,45,62,2,
53416037,Home in Austin · 1 bedroom · 1 private bath,285364413,Christian,,78741,30.229536056518555,-97.7383804321289,Private room,69,7,2,2022-12-29,0.11,45,62,1,
53416270,Home in Austin · 4 bedrooms · 4 beds · 3.5 baths,1794937,Mark,,78746,30.31643,-97.80286,Entire home/apt,2800,4,0,,,1,365,0,
53417145,Home in Austin · 2 bedrooms · 3 beds · 2 baths,285364413,Christian,,78741,30.235441207885742,-97.7324447631836,Entire home/apt,113,3,1,2022-03-20,0.06,45,55,0,
53417694,Home in Austin · ★4.20 · 1 bedroom · 1 bed · 1 private bath,285364413,Christian,,78741,30.235441207885742,-97.7324447631836,Private room,65,3,10,2023-07-24,1.42,45,72,10,
53418421,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,285364413,Christian,,78741,30.235441207885742,-97.7324447631836,Private room,76,3,5,2023-07-31,0.85,45,59,5,
53419821,Condo in Austin · ★4.40 · 2 bedrooms · 2 beds · 1.5 baths,285364413,Christian,,78741,30.232410430908203,-97.73413848876953,Entire home/apt,73,5,10,2023-09-01,1.18,45,62,10,
53420128,Home in Austin · 3 bedrooms · 3 beds · 2 baths,285364413,Christian,,78741,30.229719161987305,-97.73829650878906,Entire home/apt,103,5,2,2023-09-03,2,45,128,2,
53420232,Home in Austin · ★4.50 · 2 bedrooms · 2 beds · 2 baths,285364413,Christian,,78741,30.229719161987305,-97.73829650878906,Entire home/apt,118,7,6,2023-06-28,0.98,45,78,6,
53427125,Home in Austin · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,80603476,Charlie,,78744,30.17828,-97.75055,Private room,43,4,16,2023-05-16,0.73,4,35,5,
53429408,Home in Austin · ★4.95 · 3 bedrooms · 4 beds · 2.5 baths,26079986,Pablo,,78704,30.2349,-97.78744,Entire home/apt,234,2,55,2023-09-03,2.72,1,75,30,
53430349,Home in Austin · 1 bedroom · 1 bed · 1 private bath,122685425,Alexander,,78728,30.4376,-97.67562,Private room,150,1,0,,,1,0,0,
53434526,Condo in Austin · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,432651998,Abel,,78758,30.39604,-97.69167,Private room,55,1,8,2022-05-21,0.39,1,0,0,
53435649,Home in Austin · ★4.75 · 3 bedrooms · 4 beds · 2 baths,118565935,Renters Club,,78745,30.21749,-97.7764,Entire home/apt,244,1,16,2023-07-17,0.76,78,330,8,
